,WChampEvent,Country,Discipline,Gold,Silver,Bronze,Total
1,Wchamp 2023,Austria,Boulder-Lead,1,1,0,2
2,Wchamp 2023,Japan,Boulder-Lead,0,0,2,2
3,Wchamp 2023,Slovenia,Boulder-Lead,1,0,0,1
4,Wchamp 2023,United States of America,Boulder-Lead,0,1,0,1
