,Athlete,NumWChampGold,NumWChampSilver,NumWChampBronze,Total
1,Janja GARNBRET (SLO),2,0,0,2
2,Jessica PILZ (AUT),1,0,1,2
3,Charlotte DURIF (FRA),1,0,1,2
4,Elena KRASOVSKAIA (RUS),1,0,0,1
5,Jain KIM (KOR),1,0,0,1
6,Petra KLINGLER (SUI),0,1,1,2
7,Claire BUHRFEIND (USA),0,1,0,1
8,Sol SA (KOR),0,1,0,1
9,Akiyo NOGUCHI (JPN),0,1,0,1
10,Mia KRAMPL (SLO),0,1,0,1
11,Cecile AVEZOU (FRA),0,1,0,1
12,Elnaz REKABI (IRI),0,0,1,1
13,Shauna COXSEY (GBR),0,0,1,1
14,Mina MARKOVIC (SLO),0,0,1,1
